Name,Address,City,State,State_name,Zip,Sales,Number_emp,Empsiz
GUMP'S FARM & GARDENS,47 ROCKWOOD RD,NORFOLK,MA,Massachusetts,02056,888,4,A
DUNKIN' DONUTS,29 FRANKLIN ST # 2,WRENTHAM,MA,Massachusetts,02093,1288,23,D
PENGUIN CONVENIENCE STORE,829 S MAIN ST,BELLINGHAM,MA,Massachusetts,02019,224,1,A
PUMPKIN SEED,599 S MAIN ST,BELLINGHAM,MA,Massachusetts,02019,222,1,A
WENGERS FARM,800 PULASKI BLVD,BELLINGHAM,MA,Massachusetts,02019,444,2,A
DUNKIN' DONUTS,815 S MAIN ST,BELLINGHAM,MA,Massachusetts,02019,1400,25,D
DUNKIN' DONUTS,490 KING ST,FRANKLIN,MA,Massachusetts,02038,1400,25,D
TEDESCHI FOOD SHOPS,664 UNION ST,FRANKLIN,MA,Massachusetts,02038,2688,12,C
HONEY DEW ASSOC INC,2 TAUNTON ST # 3,PLAINVILLE,MA,Massachusetts,02762,0,15,C
DUNKIN' DONUTS,4 TAUNTON ST # 1,PLAINVILLE,MA,Massachusetts,02762,2296,41,D
PASTRY BOX,3 MAN MAR DR # 11,PLAINVILLE,MA,Massachusetts,02762,213,3,A
7-ELEVEN,2 WILKENS DR # 200,PLAINVILLE,MA,Massachusetts,02762,1568,7,B
DUNKIN' DONUTS,86 WASHINGTON ST # A,PLAINVILLE,MA,Massachusetts,02762,1680,30,D
INTERSTATE TRAVEL PLAZA,580 WASHINGTON ST,WRENTHAM,MA,Massachusetts,02093,3360,15,C
AQUA HEALTH,475 WASHINGTON ST # 2-1B,WRENTHAM,MA,Massachusetts,02093,2415,21,D
HESS CORP,154 N WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,2470,10,C
DUNKIN' DONUTS,412 N WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,1344,24,D
CUMBERLAND FARMS,139 SOUTH ST,PLAINVILLE,MA,Massachusetts,02762,3136,14,C
DUNKIN' DONUTS,92 TAUNTON ST,PLAINVILLE,MA,Massachusetts,02762,280,5,B
AVA'S MARKET,80 TAUNTON ST,PLAINVILLE,MA,Massachusetts,02762,741,3,A
SUPER STOP & SHOP,109 TAUNTON ST,PLAINVILLE,MA,Massachusetts,02762,24700,100,F
DUNKIN' DONUTS,1048 SOUTH ST # 1,WRENTHAM,MA,Massachusetts,02093,280,5,B
MARCIA'S SWEET PANTRY,38 SOUTH ST,WRENTHAM,MA,Massachusetts,02093,119,1,A
ON THE RUN,1001 SOUTH ST,WRENTHAM,MA,Massachusetts,02093,2240,10,C
ROCKY MOUNTAIN CHOCOLATE,1048 SOUTH ST,WRENTHAM,MA,Massachusetts,02093,595,5,B
GODIVA CHOCOLATIER,1 PREMIUM OUTLET BLVD,WRENTHAM,MA,Massachusetts,02093,476,4,A
CUMBERLAND FARMS,4 COMMON ST,WRENTHAM,MA,Massachusetts,02093,1792,8,B
VITAMIN WORLD,1 PREMIUM OUTLET BLVD # 389,WRENTHAM,MA,Massachusetts,02093,755,5,B
LINDT & SPRUNGLI USA INC,1 PREMIUM OUTLET BLVD # 792,WRENTHAM,MA,Massachusetts,02093,1190,10,C
FUDGERY,1 PREMIUM OUTLET BLVD # 588,WRENTHAM,MA,Massachusetts,02093,1547,13,C
ATTLEBORO CONVENIENCE,850 WASHINGTON ST,ATTLEBORO,MA,Massachusetts,02703,672,3,A
BORDER BETS & BUTTS,661 WASHINGTON ST,ATTLEBORO,MA,Massachusetts,02703,672,3,A
DUNKIN' DONUTS,106 WASHINGTON ST,ATTLEBORO,MA,Massachusetts,02703,560,10,C
DUNKIN' DONUTS,1100 NEWPORT AVE,ATTLEBORO,MA,Massachusetts,02703,280,5,B
CUMBERLAND FARMS,651 WASHINGTON ST,ATTLEBORO,MA,Massachusetts,02703,2912,13,C
HONEY DEW DONUTS,480 WASHINGTON ST,ATTLEBORO,MA,Massachusetts,02703,728,13,C
DUNKIN' DONUTS,337 WASHINGTON ST # 1,ATTLEBORO,MA,Massachusetts,02703,1400,25,D
COLBEA ENTERPRISES,237 WASHINGTON ST,ATTLEBORO,MA,Massachusetts,02703,1568,7,B
LEVEL ACRES FRUITS & VEGGIE,353 HIGHLAND AVE,ATTLEBORO,MA,Massachusetts,02703,888,4,A
SUPER STOP & SHOP,251 WASHINGTON ST,ATTLEBORO,MA,Massachusetts,02703,1235,5,B
ON THE RUN,100 WASHINGTON ST # 106,ATTLEBORO,MA,Massachusetts,02703,1568,7,B
DUNKIN' DONUTS,718 WASHINGTON ST,ATTLEBORO,MA,Massachusetts,02703,280,5,B
DUNKIN' DONUTS,1470 S WASHINGTON ST # 2,NORTH ATTLEBORO,MA,Massachusetts,02760,448,8,B
BOB'S MARKET,42 ARNOLD RD,NORTH ATTLEBORO,MA,Massachusetts,02760,1976,8,B
ALTERNATIVE MARKET,33 N WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,302,2,A
CANDY ZONE,999 S WASHINGTON ST # 104,NORTH ATTLEBORO,MA,Massachusetts,02760,476,4,A
SAM FOOD STORES,120 S WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,2016,9,B
TEDESCHI FOOD SHOPS,4 ELM ST,NORTH ATTLEBORO,MA,Massachusetts,02760,672,3,A
SHIRLEY'S,14 S WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,119,1,A
TOWN MARKET CONVENIENCE & DELI,59 N WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,896,4,A
SUPER STOP & SHOP,206 E WASHINGTON ST # 490,NORTH ATTLEBORO,MA,Massachusetts,02760,3458,14,C
VITAMIN WORLD,137 EMERALD SQ,NORTH ATTLEBORO,MA,Massachusetts,02760,604,4,A
COUNTRY FARM,54 S WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,448,2,A
FREIHOPPERS BAKERY OUTLET,453 E WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,284,4,A
EMERALD NEWS,999 S WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,224,1,A
AUNTIE ANNE'S PRETZELS,999 S WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,672,12,C
DUNKIN' DONUTS,999 S WASHINGTON ST # 301,NORTH ATTLEBORO,MA,Massachusetts,02760,560,10,C
MRS FIELD'S COOKIES,999 S WASHINGTON ST # 52368,NORTH ATTLEBORO,MA,Massachusetts,02760,336,6,B
DUNKIN' DONUTS,554 S WASHINGTON ST,NORTH ATTLEBORO,MA,Massachusetts,02760,1176,21,D
DUNKIN' DONUTS,104 N MAIN ST,ATTLEBORO,MA,Massachusetts,02703,2240,40,D
STOP & SHOP SUPERMARKET,34 PERRY AVE,ATTLEBORO,MA,Massachusetts,02703,24700,100,F
FRUIT OF THE SPRIT,30 LEROY ST,ATTLEBORO,MA,Massachusetts,02703,666,3,A
7-ELEVEN,110 N MAIN ST,ATTLEBORO,MA,Massachusetts,02703,896,4,A
SUPER STOP & SHOP,469 PLEASANT ST,ATTLEBORO,MA,Massachusetts,02703,1235,5,B
CUMBERLAND FARMS,220 PLEASANT ST,ATTLEBORO,MA,Massachusetts,02703,1792,8,B
TEDESCHI FOOD SHOPS,87 PLEASANT ST,ATTLEBORO,MA,Massachusetts,02703,1120,5,B
DUNKIN' DONUTS,134 PLEASANT ST,ATTLEBORO,MA,Massachusetts,02703,1400,25,D
DUNKIN' DONUTS,388 ELM ST,NORTH ATTLEBORO,MA,Massachusetts,02760,1120,20,D
CUMBERLAND FARMS,150 COMMONWEALTH AVE,NORTH ATTLEBORO,MA,Massachusetts,02763,3136,14,C
GROCERS RETAIL,125 TONER BLVD,NORTH ATTLEBORO,MA,Massachusetts,02763,988,4,A
SHAW'S SUPERMARKET,125 ROBERT TONER BLVD,NORTH ATTLEBORO,MA,Massachusetts,02763,3458,14,C
7 ARROWS,346 OAKHILL AVE,ATTLEBORO,MA,Massachusetts,02703,805,7,B
SUN MARKET,9 UNION ST,ATTLEBORO,MA,Massachusetts,02703,494,2,A
NOURIA ENERGY,227 LATHROP RD,ATTLEBORO,MA,Massachusetts,02703,2016,9,B
CHEX FINER FOODS INC,39 FRANKLIN R MCKAY RD # Z,ATTLEBORO,MA,Massachusetts,02703,6175,25,D
VAN VARIETY,199 PINE ST,ATTLEBORO,MA,Massachusetts,02703,224,1,A
DUNKIN' DONUTS,285 COUNTY ST,ATTLEBORO,MA,Massachusetts,02703,2240,40,D
DUNKIN' DONUTS,227 SOUTH AVE,ATTLEBORO,MA,Massachusetts,02703,280,5,B
DUNKIN' DONUTS,219 S MAIN ST,ATTLEBORO,MA,Massachusetts,02703,1680,30,D
WILLOW TREE POULTRY FARM INC,997 S MAIN ST # 2,ATTLEBORO,MA,Massachusetts,02703,15040,80,E
DAIRY CAROUSEL,220 S MAIN ST,ATTLEBORO,MA,Massachusetts,02703,741,3,A
USA FOOD MARKET,101 PARK ST,ATTLEBORO,MA,Massachusetts,02703,247,1,A
HONEY DEW DONUTS,290 COUNTY ST # 4,ATTLEBORO,MA,Massachusetts,02703,672,12,C
CUMBERLAND FARMS INC,100 CROSSING BLVD,FRAMINGHAM,MA,Massachusetts,01702,0,400,G
NECDS,100 CROSSING BLVD,FRAMINGHAM,MA,Massachusetts,01702,896,4,A
DUNKIN' DONUTS,162 CORDAVILLE RD,SOUTHBOROUGH,MA,Massachusetts,01772,560,10,C
PANZANO MARKET INC,154 TURNPIKE RD,SOUTHBOROUGH,MA,Massachusetts,01772,690,6,B
CANDILICIOUS,162 CORDAVILLE RD,SOUTHBOROUGH,MA,Massachusetts,01772,476,4,A
TURNPIKE FOOD & LIQUOR MART,65 TURNPIKE RD,SOUTHBOROUGH,MA,Massachusetts,01772,448,2,A
MAURO'S MARKET,4 MAIN ST,SOUTHBOROUGH,MA,Massachusetts,01772,1976,8,B
COLONY MARKET,162 CORDAVILLE RD # 100,SOUTHBOROUGH,MA,Massachusetts,01772,672,3,A
LAXMI GROCERY,42 TURNPIKE RD,SOUTHBOROUGH,MA,Massachusetts,01772,896,4,A
INDIAN HEAD FARM,232 PLEASANT ST,BERLIN,MA,Massachusetts,01503,444,2,A
BERLIN GENERAL STORE,19 CENTRAL ST,BERLIN,MA,Massachusetts,01503,494,2,A
DUNKIN' DONUTS,64 RIVER RD W,BERLIN,MA,Massachusetts,01503,280,5,B
BALANCE ROCK FARM,104 HIGHLAND ST,BERLIN,MA,Massachusetts,01503,345,3,A
HFS OF AMERICA INC,PO BOX 1159,BERLIN,MA,Massachusetts,01503,1848,8,B
DUNKIN' DONUTS,267 CENTRAL ST,BERLIN,MA,Massachusetts,01503,112,2,A
TOUGAS FAMILY FARM,246 BALL ST,NORTHBOROUGH,MA,Massachusetts,01532,6660,30,D
DAVIDIAN BROTHERS FARM,500 CHURCH ST,NORTHBOROUGH,MA,Massachusetts,01532,3330,15,C
PECORINO,135 WESTBORO RD,NORTH GRAFTON,MA,Massachusetts,01536,575,5,B
INDIAN MARKET,43 N MAIN ST,NORTH GRAFTON,MA,Massachusetts,01536,741,3,A
GNC,BAY STATE COMMONS,WESTBOROUGH,MA,Massachusetts,01581,453,3,A
WESTBORO VARIETY,10 E MAIN ST,WESTBOROUGH,MA,Massachusetts,01581,896,4,A
WHITE HEN PANTRY,2 SOUTH ST,WESTBOROUGH,MA,Massachusetts,01581,1792,8,B
ROCHE BROS,1100 UNION ST,WESTBOROUGH,MA,Massachusetts,01581,21736,88,E
DUNKIN' DONUTS,MASS TPKE,WESTBOROUGH,MA,Massachusetts,01581,280,5,B
T J FARMS CONVENIENCE STORE,31 SOUTH ST,WESTBOROUGH,MA,Massachusetts,01581,896,4,A
FESTIVE BREADS,299 W MAIN ST # 3,NORTHBOROUGH,MA,Massachusetts,01532,142,2,A
CAPT'N JUD'S NORTHBORO FISH,369 W MAIN ST,NORTHBOROUGH,MA,Massachusetts,01532,693,3,A
NICKY D'S DONUTS,253 W MAIN ST,NORTHBOROUGH,MA,Massachusetts,01532,168,3,A
BERBERIAN'S FARM,68 OTIS ST,NORTHBOROUGH,MA,Massachusetts,01532,1332,6,B
LOWE'S VARIETY & MEAT SHOP,255 W MAIN ST,NORTHBOROUGH,MA,Massachusetts,01532,3234,14,C
MIDDLE GOURMET FOODS,299 W MAIN ST,NORTHBOROUGH,MA,Massachusetts,01532,575,5,B
LIL M'S MART,299 W MAIN ST # 5,NORTHBOROUGH,MA,Massachusetts,01532,230,2,A
O'DRISCOLL'S FRESH BUTCHERY,299 W MAIN ST # 6,NORTHBOROUGH,MA,Massachusetts,01532,924,4,A
HONEY FARMS,369 W MAIN ST # 1,NORTHBOROUGH,MA,Massachusetts,01532,1344,6,B
DUNKIN' DONUTS,866 HARTFORD TPKE,SHREWSBURY,MA,Massachusetts,01545,840,15,C
DESI MARKET,1000 BOSTON TPKE,SHREWSBURY,MA,Massachusetts,01545,741,3,A
DUNKIN' DONUTS,133 TURNPIKE RD,WESTBOROUGH,MA,Massachusetts,01581,728,13,C
DUNKIN' DONUTS,166 MILK ST # 1,WESTBOROUGH,MA,Massachusetts,01581,560,10,C
ASIAN MARKET,229 TURNPIKE RD,WESTBOROUGH,MA,Massachusetts,01581,988,4,A
DUNKIN' DONUTS,35 E MAIN ST,WESTBOROUGH,MA,Massachusetts,01581,280,5,B
BOMBAY BAZAAR,276 TURNPIKE RD # 8,WESTBOROUGH,MA,Massachusetts,01581,224,1,A
DONUT MANAGEMENT,166 MILK ST,WESTBOROUGH,MA,Massachusetts,01581,504,9,B
DUNKIN' DONUTS,124 TURNPIKE RD,WESTBOROUGH,MA,Massachusetts,01581,1120,20,D
HONEY DEW DONUTS,65 E MAIN ST,WESTBOROUGH,MA,Massachusetts,01581,336,6,B
STOP & SHOP FLORIST,290 TURNPIKE RD,WESTBOROUGH,MA,Massachusetts,01581,494,2,A
GERARDO'S II ITALIAN BAKERY,232 TURNPIKE RD,WESTBOROUGH,MA,Massachusetts,01581,142,2,A
SIMPLE ENOUGH NATURAL FOODS,18 LYMAN ST # 20E,WESTBOROUGH,MA,Massachusetts,01581,453,3,A
SUPER STOP & SHOP,23 LYMAN ST,WESTBOROUGH,MA,Massachusetts,01581,1235,5,B
JULIO'S MARKET OFFICE,18 LYMAN ST,WESTBOROUGH,MA,Massachusetts,01581,741,3,A
PANTRY,318 MAIN ST # 100,NORTHBOROUGH,MA,Massachusetts,01532,1120,5,B
DUNKIN' DONUTS,70 W MAIN ST,NORTHBOROUGH,MA,Massachusetts,01532,1232,22,D
EDWARD JAMES STORES LLC,56 HUDSON ST # 1,NORTHBOROUGH,MA,Massachusetts,01532,988,4,A
HONEY FARMS MINI MARKET,5 W MAIN ST,NORTHBOROUGH,MA,Massachusetts,01532,1120,5,B
CINNABON,601 DONALD LYNCH BLVD # 1139,MARLBOROUGH,MA,Massachusetts,01752,355,5,B
VITAMIN WORLD,601 DONALD LYNCH BLVD # 2106,MARLBOROUGH,MA,Massachusetts,01752,906,6,B
WEST SIDE CONVENIENCE,505 BOSTON POST RD W # A,MARLBOROUGH,MA,Massachusetts,01752,224,1,A
LINDT CHOCOLATE STORE,601 DONALD LYNCH BLVD # 4226,MARLBOROUGH,MA,Massachusetts,01752,2261,19,C
GNC,601 DONALD LYNCH BLVD # 3248,MARLBOROUGH,MA,Massachusetts,01752,604,4,A
AUNTIE ANNE'S PRETZELS,601 DONALD LYNCH BLVD # K101,MARLBOROUGH,MA,Massachusetts,01752,672,12,C
DUNKIN' DONUTS,601 DONALD LYNCH BLVD # 5201,MARLBOROUGH,MA,Massachusetts,01752,336,6,B
HONEY DIP DONUTS,308 MAIN ST,NORTHBOROUGH,MA,Massachusetts,01532,142,2,A
CUMBERLAND FARMS,87 CENTRAL ST,HUDSON,MA,Massachusetts,01749,1792,8,B
CENTRAL STREET MARKET,15 CENTRAL ST,HUDSON,MA,Massachusetts,01749,462,2,A
HFS FOOD SVC,413 RIVER RD,HUDSON,MA,Massachusetts,01749,3542,22,D
FERJULIAN'S FARM STAND,7 LEWIS ST,HUDSON,MA,Massachusetts,01749,2220,10,C
NECDS,87 CENTRAL ST,HUDSON,MA,Massachusetts,01749,896,4,A
HONEY FARMS INC,168 PLEASANT ST,MARLBOROUGH,MA,Massachusetts,01752,1568,7,B
GUATEMALA MARKET,512 LINCOLN ST,MARLBOROUGH,MA,Massachusetts,01752,896,4,A
BELLACAKES,190 W MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,213,3,A
7-ELEVEN,92 BROAD ST # 1,MARLBOROUGH,MA,Massachusetts,01752,896,4,A
J C'S PRODUCE,29 SUMMIT AVE,MARLBOROUGH,MA,Massachusetts,01752,666,3,A
PLEASANT STREET GENERAL STORE,354 PLEASANT ST,MARLBOROUGH,MA,Massachusetts,01752,741,3,A
ALO BRASIL MINI MARKET,536 LINCOLN ST,MARLBOROUGH,MA,Massachusetts,01752,224,1,A
GUATEMALA MARKET,518 LINCOLN ST,MARLBOROUGH,MA,Massachusetts,01752,896,4,A
MARLBORO COUNTRY CONVENIENCE,286 W MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,448,2,A
DUNKIN' DONUTS,199 LAKESIDE AVE,MARLBOROUGH,MA,Massachusetts,01752,840,15,C
TEDESCHI FOOD SHOPS,87 CHESTNUT ST,MARLBOROUGH,MA,Massachusetts,01752,1120,5,B
LAKE BOON CONVENIENCE FOOD INC,700 MAIN ST,HUDSON,MA,Massachusetts,01749,1120,5,B
DUNKIN' DONUTS,410 LAKESIDE AVE,MARLBOROUGH,MA,Massachusetts,01752,168,3,A
DONUT MANAGEMENT,410 LAKESIDE AVE,MARLBOROUGH,MA,Massachusetts,01752,280,5,B
GNC,197 BOSTON POST RD W # C,MARLBOROUGH,MA,Massachusetts,01752,302,2,A
DUNKIN' DONUTS,413 LAKESIDE AVE,MARLBOROUGH,MA,Massachusetts,01752,280,5,B
HANNAFORD SUPERMARKET & PHRMCY,193 BOSTON POST RD W,MARLBOROUGH,MA,Massachusetts,01752,24700,100,F
KEN'S FOODS INC,1 DANGELO DR,MARLBOROUGH,MA,Massachusetts,01752,988,4,A
BRAZIL BAKERY,44 MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,710,10,C
PAULINE'S BAKERY INC,191 MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,284,4,A
DUNKIN' DONUTS,54 MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,448,8,B
JUMA GROCERY,55 MECHANIC ST,MARLBOROUGH,MA,Massachusetts,01752,988,4,A
BRASIL BAKERY,44 MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,284,4,A
PRICE CHOPPER,240 E MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,2223,9,B
MARLBOROUGH BRAZILIAN MARKET,192 MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,896,4,A
PEOPLES MEAT MARKET,25 SOUTH ST,HUDSON,MA,Massachusetts,01749,693,3,A
FIRE HOUSE SEAFOOD INC,5 HIGH ST,HUDSON,MA,Massachusetts,01749,231,1,A
VICTORY SUPER MARKETS,201 WASHINGTON ST,HUDSON,MA,Massachusetts,01749,988,4,A
HARVEST CAFE,40 WASHINGTON ST,HUDSON,MA,Massachusetts,01749,784,14,C
HANNAFORD SUPERMARKET & PHRMCY,213 WASHINGTON ST,HUDSON,MA,Massachusetts,01749,27170,110,F
HONEY DEW DONUTS,197 WASHINGTON ST,HUDSON,MA,Massachusetts,01749,1120,20,D
MAIN STREET CONVENIENCE,439 MAIN ST # 6,HUDSON,MA,Massachusetts,01749,224,1,A
SUPER STOP & SHOP,10 TECHNOLOGY DR,HUDSON,MA,Massachusetts,01749,3211,13,C
APPLE COUNTRY MARKET,118 FOREST AVE # 3,HUDSON,MA,Massachusetts,01749,1344,6,B
DUNKIN' DONUTS,422 MAIN ST,HUDSON,MA,Massachusetts,01749,1120,20,D
BASHA'S NATURAL MARKETPLACE,190 WASHINGTON ST,HUDSON,MA,Massachusetts,01749,755,5,B
EUROPEAN BAKERY,172 MAIN ST,HUDSON,MA,Massachusetts,01749,284,4,A
LIV'S CANDY COTTAGE,25 SOUTH ST,HUDSON,MA,Massachusetts,01749,476,4,A
DUNKIN' DONUTS,143 WASHINGTON ST,HUDSON,MA,Massachusetts,01749,504,9,B
INDIA GROCERS,416 BOSTON POST RD E # 8,MARLBOROUGH,MA,Massachusetts,01752,247,1,A
MARLBORO MARKET,1 E MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,448,2,A
GO LATINO MARKET,581 BOSTON POST RD E,MARLBOROUGH,MA,Massachusetts,01752,224,1,A
DUNKIN' DONUTS,269 E MAIN ST,MARLBOROUGH,MA,Massachusetts,01752,1008,18,C
DUNKIN' DONUTS,681 BOSTON POST RD E,MARLBOROUGH,MA,Massachusetts,01752,896,16,C
ROUTE 20 CONVENIENCE,2 BOSTON POST RD E,MARLBOROUGH,MA,Massachusetts,01752,448,2,A
MONTI'S MINI MARKET,1 FRAMINGHAM RD,MARLBOROUGH,MA,Massachusetts,01752,896,4,A
MONTIS MINI MARKET,274 MAPLE ST,MARLBOROUGH,MA,Massachusetts,01752,741,3,A
CAPITAL FARMS,554 BOSTON POST RD E,MARLBOROUGH,MA,Massachusetts,01752,224,1,A
KENNEDY'S MARKET,247 MAPLE ST,MARLBOROUGH,MA,Massachusetts,01752,2310,10,C
CONVENIENT FOOD MART,282 E MAIN ST # 1,MARLBOROUGH,MA,Massachusetts,01752,1120,5,B
POST ROAD PANTRY,27 BOSTON POST RD E,MARLBOROUGH,MA,Massachusetts,01752,224,1,A
E-Z MART,323 MAPLE ST # B,MARLBOROUGH,MA,Massachusetts,01752,1568,7,B
DONUT MGMT MONEVASIA DONUTS,312 MAPLE ST,MARLBOROUGH,MA,Massachusetts,01752,112,2,A
COOLERSMART,41 BRIGHAM ST # 3,MARLBOROUGH,MA,Massachusetts,01752,460,4,A
MONEVASIA DONUTS INC,312 MAPLE ST,MARLBOROUGH,MA,Massachusetts,01752,560,10,C
ON THE RUN,656 BOSTON POST RD E,MARLBOROUGH,MA,Massachusetts,01752,1792,8,B
DUNKIN' DONUTS,330 BOSTON POST RD E,MARLBOROUGH,MA,Massachusetts,01752,280,5,B
SILVAS MARKET,530 BOSTON POST RD E # E4,MARLBOROUGH,MA,Massachusetts,01752,448,2,A
HONEY DEW DONUTS,495 BOSTON POST RD E,MARLBOROUGH,MA,Massachusetts,01752,728,13,C
MADRID EUROPEAN BAKERY,1019 BOSTON POST RD E,MARLBOROUGH,MA,Massachusetts,01752,213,3,A
CUMBERLAND FARMS,165 FLANDERS RD,WESTBOROUGH,MA,Massachusetts,01581,1792,8,B
CUMBERLAND FARMS,365 TURNPIKE RD,SOUTHBOROUGH,MA,Massachusetts,01772,896,4,A
FITZGERALD'S GENERAL STORE,110 SOUTHVILLE RD,SOUTHBOROUGH,MA,Massachusetts,01772,1235,5,B
DUNKIN' DONUTS,365 TURNPIKE RD,SOUTHBOROUGH,MA,Massachusetts,01772,280,5,B
CUMBERLAND FARMS,114 MAIN ST,LANCASTER,MA,Massachusetts,01523,2688,12,C
CUMBERLAND FARMS,ROUTE 110,LANCASTER,MA,Massachusetts,01523,1120,5,B
GEORGE HILL ORCHARDS INC,582 GEORGE HILL RD,SOUTH LANCASTER,MA,Massachusetts,01561,222,1,A
GERARDOS ITALIAN BAKERY,125 STILL RIVER RD,BOLTON,MA,Massachusetts,01740,284,4,A
BOLTON ORCHARDS,125 STILL RIVER RD,BOLTON,MA,Massachusetts,01740,9990,45,D
PAULA'S BRAZILIAN MARKET,54 HIGH ST,CLINTON,MA,Massachusetts,01510,741,3,A
QUISGUEYA MARKET,25 HIGH ST,CLINTON,MA,Massachusetts,01510,247,1,A
HANNAFORD SUPERMARKET & PHRMCY,333 BROOK ST,CLINTON,MA,Massachusetts,01510,23465,95,E
PAM'S PLACE,382 WATER ST,CLINTON,MA,Massachusetts,01510,284,4,A
CUMBERLAND FARMS,1 CHESTNUT ST,CLINTON,MA,Massachusetts,01510,2016,9,B
A & J GROCERY,252 HIGH ST,CLINTON,MA,Massachusetts,01510,247,1,A
HIGH STREET MINI MKT OLIVALDO,,CLINTON,MA,Massachusetts,01510,741,3,A
APPLE COUNTRY MARKET,159 MECHANIC ST,CLINTON,MA,Massachusetts,01510,3705,15,C
DUNKIN' DONUTS,1069 MAIN ST,CLINTON,MA,Massachusetts,01510,784,14,C
SHAW'S SUPERMARKET,1175 MAIN ST,CLINTON,MA,Massachusetts,01510,25194,102,F
NEW MART VARIETY,69 STERLING ST,CLINTON,MA,Massachusetts,01510,672,3,A
DUNKIN' DONUTS,493 MAIN ST,CLINTON,MA,Massachusetts,01510,1456,26,D
NEXT DOOR MARKET,1183 MAIN ST # A,CLINTON,MA,Massachusetts,01510,494,2,A
BURDITT HILL MARKET,363 MAIN ST,CLINTON,MA,Massachusetts,01510,672,3,A
KRAV'NZ BAKERY CAFE,180 CHURCH ST,CLINTON,MA,Massachusetts,01510,355,5,B
CHUNG GE ORIENTAL MARKET,210 W MAIN ST # 4,AYER,MA,Massachusetts,01432,230,2,A
RAPID REFILL DEVENS,4 ANDREWS PKWY,DEVENS,MA,Massachusetts,01434,1568,7,B
DUNKIN' DONUTS,10 ANDREWS PKWY,DEVENS,MA,Massachusetts,01434,560,10,C
DUNKIN' DONUTS,2 FREDONIAN ST,SHIRLEY,MA,Massachusetts,01464,280,5,B
M & M CONVENIENCE,1 FRONT ST,SHIRLEY,MA,Massachusetts,01464,896,4,A
NET VARIETY & LIQUORS,5 FRONT ST,SHIRLEY,MA,Massachusetts,01464,494,2,A
DUNKIN' DONUTS,188A AYER RD,HARVARD,MA,Massachusetts,01451,280,5,B
DUNKIN' DONUTS,188 AYER RD,HARVARD,MA,Massachusetts,01451,1400,25,D
WESTWARD ORCHARDS INC,178 MASS AVE,HARVARD,MA,Massachusetts,01451,666,3,A
HARVARD FARMERS MARKET INC,28 PINNACLE RD,HARVARD,MA,Massachusetts,01451,1332,6,B
WESTWARD ORCHARDS INC,LITTLETON COUNTY RD,HARVARD,MA,Massachusetts,01451,666,3,A
HARVARD GENERAL STORE,1 STILL RIVER RD,HARVARD,MA,Massachusetts,01451,896,4,A
VERYFINE PRODUCTS INC,20 HARVARD RD,LITTLETON,MA,Massachusetts,01460,666,3,A
DUNKIN' DONUTS,25 KING ST,LITTLETON,MA,Massachusetts,01460,448,8,B
DUNKIN' DONUTS,1425 MASSACHUSETTS AVE,BOXBOROUGH,MA,Massachusetts,01719,504,9,B
COUNTRY CUPBOARD OF BOLTON INC,476 MAIN ST # 3,BOLTON,MA,Massachusetts,01740,2470,10,C
BOLTON SPRING FARMS,149 MAIN ST,BOLTON,MA,Massachusetts,01740,2220,10,C
BUSCEMI'S CONVENIENCE,275 COX ST,HUDSON,MA,Massachusetts,01749,1120,5,B
TEDESCHI FOOD SHOPS,28 COX ST,HUDSON,MA,Massachusetts,01749,1568,7,B
BABYCAKES & CONFECTIONS,302 BOXBORO RD,STOW,MA,Massachusetts,01775,71,1,A
DUNKIN' DONUTS,626 GREAT RD,STOW,MA,Massachusetts,01775,672,12,C
RUSSELL'S CONVENIENCE-STOW,390 GREAT RD,STOW,MA,Massachusetts,01775,896,4,A
JUNIPER HILL WATER CO,85 CIRCUIT DR,STOW,MA,Massachusetts,01775,460,4,A
STOW BROOK GULF,626 GREAT RD,STOW,MA,Massachusetts,01775,448,2,A
BELMONT SPRINGS WATER,,ACTON,MA,Massachusetts,01720,460,4,A
IDYLWILDE FARM INC,366 CENTRAL ST,ACTON,MA,Massachusetts,01720,22200,100,F
DUNKIN' DONUTS,299 MAIN ST,ACTON,MA,Massachusetts,01720,896,16,C
